姓名,学校,学院,职位,性别,个人主页,个人照片
胡靓,北京航空航天大学,医工交叉创新研究院,博士生导师+研究生导师,女,http://shi.buaa.edu.cn/huliang1226/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/60/47/D13B5F72A80E97FD6921449608B_04DDFE78_2408.jpg
于健,北京航空航天大学,医工交叉创新研究院,博士生导师+研究生导师,男,http://shi.buaa.edu.cn/bhyj66/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/C1/B1/4803AC454150C5572C0CB16BAD4_00FE2621_8959.jpg
张永彪,北京航空航天大学,医工交叉创新研究院,博士生导师+研究生导师,男,http://shi.buaa.edu.cn/zhangyb/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/E7/53/872DE45DF72C3C25E6484CC374F_58D70E31_28A4.jpg
杨昀,北京航空航天大学,医工交叉创新研究院,博士生导师+研究生导师,女,http://shi.buaa.edu.cn/yangyun731/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/E/30/F6/DA4ED745D56DDCA3841155D5FFE_ADD157B6_9810.jpg
程健,北京航空航天大学,医工交叉创新研究院,博士生导师+研究生导师,男,http://shi.buaa.edu.cn/jiancheng/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/C5/48/01637DB1288F155CCD93BD0CEA3_4E649D71_73D1.png
周炳,北京航空航天大学,医工交叉创新研究院,博士生导师+研究生导师,男,http://shi.buaa.edu.cn/zhoubing/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/5A/EB/5B69969F51FCC3634AF7CD45D8D_5D3CCD7F_A347.jpg
刘会生,北京航空航天大学,医工交叉创新研究院,博士生导师+研究生导师,男,http://shi.buaa.edu.cn/liuhuisheng/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/E/0E/59/A34980371088C2186D2A23DFDAD_BBEEEE77_6043.png
林绪波,北京航空航天大学,医工交叉创新研究院,博士生导师+研究生导师,男,http://shi.buaa.edu.cn/linxubo/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/33/68/46DC26B2044916C54879D9DA469_662A8C81_4998.png
刘艳芳,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/liuyanfang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/97/87/DB6F7B5282EA89BA1DCDFFD3A62_866D301C_8BFA.jpg
杨世春,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/09007/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/D0/9A/19ADECD614AE94D4A3FD2C762A7_40367223_74C7.jpg
周耀,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/zhouyao/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/36/05/51B77C9FAC101A78FB89403F54E_8123122B_D203.jpg
牛玺荣,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/niuxirong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/0/43/FD/96EB39A6FD89A82390368F875D1_760538F5_DAD1.jpg
丁川,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/cding/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/94/FF/9D9747ACCBD55F61FBDA19D74FB_9870D0D7_9478.jpg
谭力豪,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/Leo_Tam/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/9A/37/CDF05E4D6F6FE65F32D6CB46657_099593AB_6469.jpg
殷莎,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/yinsha/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/0/E7/02/3B055E68E14A1FC5E3CA47845A8_19368D9E_7397.jpg
胡大勇,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/09180/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/15/9B/A79656B54E8BBEACD55A92DACF3_3A0B369E_A7E9.jpg
吴江浩,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/wujianghao/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/E/3A/FA/835A859B643D3583A57889EE62A_32BA536A_3032.jpg
林庆峰,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/linqingfeng/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/6D/A5/F7EBABD092500192DE5C8DA5D5A_F08E4616_8D15.png
何田,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/hetian/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/09/4D/4C7EF8ABA3AD5BD1F8D73D25C4E_766F26F9_6E87.jpg
潘强,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/09368/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/59/ED/9FD52B5364A067579352840CF86_E04B5087_1BBF.jpg
李立军,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/lilijun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/9D/24/A6DAB389317AB3C9D448810C62F_85292F64_1ECF.jpg
张钊,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/zhangzhao/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/55/A5/14F80D29E804CE90900E6A41DB7_0B14B928_A2A9.jpg
白江波,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/09603/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/AE/8D/DB7AFE787056E02BDC9FFD67954_4DC17A48_D3FA.jpg
刁波,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/06840/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/0/03/B1/6DD0F753F7A453E59EBDB09E6C9_CA781691_3BB1.png
黄达海,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/huangdahai/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/C7/FC/E3E524C360B8AA7C0712CF2F3A9_C796219B_7188.jpg
侯川川,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/houcc19/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/AB/B3/DE9443E46BA260E66279A7EEC79_4E802C80_92EE.jpg
杨悦,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/yangyue18/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/C0/4A/E9E844D76DF13D9B7D5D6D0D016_34595503_AA17.jpg
童朝霞,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/08811/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/8D/37/D9FC0FF600DEEF12E1976EDA02B_B68E3CFE_ACEA.jpg
叶英华,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/06839/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/59/6A/A4CE488FC039C177873BC7E1E86_49761D2C_C579.jpg
冯锦艳,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/fjy/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/51/4F/C5E0032A7702D236DED8560D69F_2EE742FE_4D7B.jpg
王书翰,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/09151/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/D0/D2/1108B48786E609C90BAE80ED549_F25BD18C_16A29.jpg
屠永清,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/07079/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/43/46/4DE869E26C7BEA8B8B8CEF6EC1D_AAF896F7_9C24.jpg
姚仰平,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/yaoyangping/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/46/A8/EC5C8DCB91C73CBBE14DF92F02C_163C4995_35E7.jpg
罗汀,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/luoting/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/82/A1/FBFBBA3DE99AD1543D1CC27BC2D_539652CC_A22C.jpg
郭全全,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/guoquanquan/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/00/8A/8F9F6104931A7E51DA573CC6A59_B19BB74B_5687.jpg
谭玉敏,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/tanyumin/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/6B/F8/43A5EE1F7796E30E53E9B6ACDB5_20C69A59_BE4E.jpg
邓伟文,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/dengweiwen/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/68/4F/7619AF99A30496F45B1D5DF7608_BB867EDE_982E.jpg
周煜,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/zhouyu/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/70/5A/66C924DF615137146A0C3BF083D_99F79BC0_DB08.jpg
秦洪懋,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/qinhongmao/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/F3/5A/FB8A85EEB5C27EA2ED59ECDBD28_E9A4D37C_5B99.jpg
张涛涛,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/08922/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/61/67/3D43CDBCDB283DBDDAC0E5394AE_4130A1E8_4E1E.jpg
鲁光泉,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/luguangquan/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/E1/B9/1407743775FCB20986AC72A78B9_1AE2DC4E_1534A.jpg
鹿应荣,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/luyingrong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/9B/5A/5C0814DEC0243D825D68BB54BC8_C551F8A8_8974.jpg
柯鹏,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/kepeng/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/4E/3D/E58B8576FE4D84E91D71619EF5D_8F0D3E39_6815.jpg
刘献栋,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/07262/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/0/C4/FF/479B5B3B9004B31AAA714563CE9_B2931201_156B.jpg
熊峻江,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/xiongjunjiang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/BF/CD/56B7B4FDDB247363DC7DA9FCC84_37693D65_4D09.jpg
刘晓锋,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/liuxiaofeng/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/87/60/0431284ADEB8F7E585DE2280904_743E0ADB_9A2F.jpg
孟飞,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,N/A,http://shi.buaa.edu.cn/mengfei/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
陈军,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/chenjun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/0/7B/DA/A06BD70AADB15D9A5B3CFDFB57C_56EE5A8C_28C3.jpg
王岩,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/08385/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/18/CD/44E65AD7016D5B11FFBD0233516_E8999491_7D51.jpg
于海洋,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/09558/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/1A/50/26C4CA62606895FB82834FFBA86_A781F104_BDD8.jpg
彭朝霞,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/09743/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/0/9B/05/EF155649FD055047F8D8ED73206_41CFE677_1657.png
任秉韬,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/renbt1706/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/3A/7C/95C0FCD1DA06D4F1C770FD7E3DE_3A687C3E_9A9C.jpg
陈海兵,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/chenhaibing/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/8C/58/E2D32F45BF4DC776605ACCE24CB_4A51FD3A_86BB.jpg
余贵珍,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/08114/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/7B/31/F4E99EB0A7457613FCB582F8CAB_7C95476C_6E35.jpg
李兴虎,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/lixinghu/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/1F/8B/B6AB5E92A8CDB493608A4C41640_EA00A4D3_A3B5.jpg
吴新开,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/wuxinkai/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/A/FF/FD/0B06D2457E58B24F069A78C7075_87AB4A62_16845.jpg
徐国艳,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/07598/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/92/09/F3879613BF49109E796B420E6F4_C02CA28E_A9B9.jpg
李红启,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/lihongqi/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/28/58/11B38AB8E6F77AEC91D35F29654_005F73D5_31C8.jpg
于滨,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/yubinbuaa/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/F7/F4/B475E47E3126B0312B34F1211CA_EB711D0F_4C87.jpg
唐铁桥,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/08287/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/66/F3/4A571FBFEC55D8FBC96D067511C_93C142D2_D325.jpg
田大新,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/09138/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/AE/15/BE5CCFBE3A838ABB669D8205F21_64B22D3B_A507.jpg
王云鹏,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/wangyunpeng/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/77/96/E43AB8C26A806B474C3E21DB4BD_FD7397BE_4DE5.jpg
段续庭,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/duanxuting/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/2/12/AA/D98C8713F3BEB4576FB156D21BB_15B8FA23_8D4C.jpg
李峰,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/lifeng/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/A6/CA/854E6AB4564946D94957B7A39A4_1083DEDC_3295.jpg
徐向阳,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/xuxiangyang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/6/5F/82/3B59FC391792BD29C60325C934F_EC53CA75_B565.jpg
姬芬竹,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/08316/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/26/63/2336C8CBA6DC6E509BFE3C1F69A_D4D61A9F_11C2.jpg
07312,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/07312/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
张艳来,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/zhangyanlai/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/9/45/12/677FBB3D1F4A64046B9BC1E90EE_EAF26DB9_19C3.jpg
王建,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/07248/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/B/5D/BB/6AA93BF26E16EF5910F4C8BFB5E_B146C663_8A85.jpg
许骏,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/xujun/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/7E/C4/27A20DC30B814BF0106C0EC1300_8CCEA13A_D320.jpg
何勇灵,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/07286/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/08/74/D6F026A4F386046F1BA6F3D650E_E1219A64_14EF2.jpg
孙凌玉,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/sunlingyu/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/52/48/708B01C8A691ED9D5C584DF8CE5_E2753379_9E69.jpg
董鹏,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/dpgoal/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/3/D1/73/28CD0DA9B4732956686644691F4_5A107193_41A1.jpg
李蕴琪,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,N/A,http://shi.buaa.edu.cn/buaa10122/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/72/DC/244206B0EFB6266A54469E1BA18_3F6B8607_4315.jpg
单颖春,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/07427/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/E/9D/DE/B8A424BF920AD10E5BD7C6F42F8_7B17091E_3BF2.jpg
任毅龙,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/renyilong/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/89/9C/5BE91E1B249E8AF385350917653_03EECC9B_8E6C.jpg
马晓磊,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/maxiaolei/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/9E/E7/7935792F864CAAF8094E35877AA_68D868DF_3718.jpg
康宁,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/05659/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/C3/1E/24C623FEA5A929EF4C140BD8DDE_85D83C0A_10C13.jpg
张武满,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/zhangwuman/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/40/28/A2D32F6AB84ACFC12A2E2AEABBF_F0A4B7BC_CC76.jpg
宋凌珺,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/09293/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/0/20/0E/66EBFA25E961E57F7BDCE083FA2_59DE313F_DB7B.jpg
段斌,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,N/A,http://shi.buaa.edu.cn/duanbin/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
吴超,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/wuchao/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/F/17/37/C4D158CF4160DCE47E375EE8F9E_5517CE9A_6F44.jpg
陈鹏,北京航空航天大学,交通科学与工程学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/chenpeng/en/index.htm, http://teacher.buaa.edu.cn/__local/7/00/F2/F71455984943A819630A023D00B_82F0648E_14F4.jpg
马臻,北京航空航天大学,机关及其他单位,N/A,女,http://shi.buaa.edu.cn/mazhen/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
张浩,北京航空航天大学,机关及其他单位,N/A,男,http://shi.buaa.edu.cn/zhh8457/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/D/04/00/D9A4FBF18BE7525F537C686F2E6_C0552EE3_A7FC.jpg
王立志,北京航空航天大学,机关及其他单位,N/A,男,http://shi.buaa.edu.cn/09687/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/E/E2/99/D6A3DB003D94EA4BC79E6729FFB_D7FE80CF_888E.jpg
汪淼,北京航空航天大学,机关及其他单位,N/A,男,http://shi.buaa.edu.cn/wangmiao/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/06/00/7C0F20D9669A91155BA87BC58D4_EA80C1EA_6039.jpg
zhanghao,北京航空航天大学,机关及其他单位,N/A,N/A,http://shi.buaa.edu.cn/zhanghao8457/en/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
02220,北京航空航天大学,机关及其他单位,N/A,N/A,http://shi.buaa.edu.cn/02220/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
sfy10387,北京航空航天大学,机关及其他单位,N/A,N/A,http://shi.buaa.edu.cn/sfy10387/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
赵春,北京航空航天大学,机关及其他单位,N/A,N/A,http://shi.buaa.edu.cn/zhaochun/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
wei0523,北京航空航天大学,机关及其他单位,N/A,N/A,http://shi.buaa.edu.cn/wei0523/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
王凌沛,北京航空航天大学,机关及其他单位,N/A,男,http://shi.buaa.edu.cn/violinpre/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/0/47/43/FBE10E06D16159EEDE5265CBCA3_009582E2_7981.jpg
刘金扬,北京航空航天大学,机关及其他单位,N/A,N/A,http://shi.buaa.edu.cn/liujinyang/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
郭子兴,北京航空航天大学,机关及其他单位,N/A,N/A,http://shi.buaa.edu.cn/guozixing/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
09387,北京航空航天大学,机关及其他单位,N/A,N/A,http://shi.buaa.edu.cn/09387/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
07287,北京航空航天大学,机关及其他单位,N/A,N/A,http://shi.buaa.edu.cn/07287/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
09506,北京航空航天大学,机关及其他单位,N/A,N/A,http://shi.buaa.edu.cn/09506/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
04967,北京航空航天大学,机关及其他单位,N/A,N/A,http://shi.buaa.edu.cn/04967/en/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
罗鹏飞,北京航空航天大学,机关及其他单位,N/A,N/A,http://shi.buaa.edu.cn/luopengfei/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
08990,北京航空航天大学,机关及其他单位,N/A,N/A,http://shi.buaa.edu.cn/08990/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
张少辉,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/shaohuizhang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/7/E7/F8/6454292DC57597C5E2B660105B7_6A8D5554_C085.png
宋文燕,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/songwenyan/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/A/25/D2/93701B0A94AF9CB35E6C3E3F65E_DC217761_9D43.jpg
张军欢,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/junhuanzhang/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/4/79/10/7D293FDFFFC59328841FE6C610C_342EB771_B903.png
罗开平,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/luokaiping/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/A/D9/51/EFFD88A46D47A1E8C9C8F7B12E2_23CE7ECC_DDB.jpg
王楚男,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/wangbuaa08/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/A/72/D8/AB4711500FF5AF3190DB95C1FB8_E1F341E3_AA4B.jpg
谢杨,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/siyudi1215/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/E/F1/EA/779C5F5E752E2D98B80E2A4EDD6_CC08FFEC_B7DD.jpg
马莹莹,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/mayingying1/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/48/0A/77ED0145E880245D9FC82347CF3_C62D4D10_FFF.png
杨捷,北京航空航天大学,经济管理学院,研究生导师+副教授,男,http://shi.buaa.edu.cn/yangjie/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/5/63/DA/083F0E4D41A60379BCF5D480E46_A6ADBBE4_CD9.jpg
贾国柱,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/jiaguozhu/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/8/32/4B/0C1BC1E401BFD6698CA7331D712_61D1D193_D08.jpg
周建涛,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/zhoujiantao/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/1/07/AD/7EBC83600725B57E48AC5E94AE0_D69B6CB8_C07.jpg
李卫琪,北京航空航天大学,经济管理学院,研究生导师+副教授,女,http://shi.buaa.edu.cn/liweizuo/zh_CN/index.htm, http://teacher.buaa.edu.cn/__local/C/57/0D/595DF0AC8BDA4A094F877DE7239_ED465273_3988.jpg
weiyigang,北京航空航天大学,经济管理学院,研究生导师+副教授,N/A,http://shi.buaa.edu.cn/weiyigang1/zh_CN/index.htm, http://teacher.buaa.edu.cn/system/resource/tsites/images/defaultteacherimg.png
